merge_artist,total_tracks,avg_popularity,avg_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,top_genre,total_nominations,total_wins,first_award_year,last_award_year,has_award
anivee;anirudh ravichander,1,59.0,189724.0,0.53,0.67,0.11,0.01,0.0,0.16,0.55,170.06,indie,0,0,0,0,0
anja schneider,4,47.0,303438.17,0.8,0.62,0.08,0.14,0.73,0.11,0.26,123.68,minimal-techno,0,0,0,0,0
anja schneider;alex arnout,1,18.0,456906.0,0.8,0.9,0.05,0.02,0.88,0.48,0.8,124.0,minimal-techno,0,0,0,0,0
anjelah johnson,3,22.33,144441.0,0.58,0.8,0.94,0.79,0.0,0.57,0.31,99.17,comedy,0,0,0,0,0
ankit tiwari,8,59.67,318249.22,0.47,0.59,0.04,0.48,0.0,0.16,0.32,106.41,pop-film,0,0,0,0,0
ankit tiwari;manoj muntashir,1,77.0,350011.0,0.43,0.61,0.04,0.43,0.0,0.1,0.24,85.96,pop,0,0,0,0,0
ankit tiwari;manoj muntashir;dj amit shah,1,25.0,315176.0,0.44,0.88,0.19,0.1,0.0,0.12,0.76,113.98,pop-film,0,0,0,0,0
ankit tiwari;palak muchhal,1,62.0,314000.0,0.62,0.55,0.03,0.29,0.0,0.23,0.23,149.96,pop-film,0,0,0,0,0
ankit tiwari;tara sutaria,1,70.0,334173.0,0.54,0.63,0.03,0.15,0.0,0.04,0.51,97.87,pop,0,0,0,0,0
ankle grease,1,26.0,111641.0,0.37,0.7,0.08,0.37,0.0,0.39,0.48,143.85,acoustic,0,0,0,0,0
ankur tewari,2,35.0,126064.5,0.67,0.24,0.06,0.77,0.3,0.13,0.38,172.61,singer-songwriter,0,0,0,0,0
ankur tewari;mikey mccleary,1,44.0,199344.0,0.74,0.22,0.05,0.85,0.6,0.08,0.52,162.09,indian,0,0,0,0,0
ankur tewari;prateek kuhad;dhruv bhola;nikhil vasudevan,1,54.0,250000.0,0.76,0.39,0.03,0.87,0.0,0.11,0.36,137.96,indian,0,0,0,0,0
ankur tewari;the ghalat family,4,38.6,250906.2,0.69,0.52,0.04,0.3,0.0,0.13,0.45,119.6,singer-songwriter,0,0,0,0,0
ankur tewari;the ghalat family;karsh kale,1,47.0,209733.0,0.78,0.6,0.05,0.22,0.0,0.12,0.55,129.01,indian,0,0,0,0,0
anly,1,59.0,264226.0,0.62,0.87,0.05,0.15,0.0,0.15,0.63,109.93,j-pop,0,0,0,0,0
ann bai,2,53.0,262264.5,0.51,0.39,0.04,0.72,0.0,0.21,0.24,111.41,mandopop,0,0,0,0,0
ann clue,4,43.0,316351.0,0.77,0.56,0.06,0.02,0.8,0.15,0.37,124.67,minimal-techno,0,0,0,0,0
ann clue;boris brejcha,2,48.0,483200.0,0.67,0.38,0.09,0.01,0.89,0.1,0.1,124.99,minimal-techno,0,0,0,0,0
ann clue;giorgia angiuli;squ4re,1,39.0,533599.0,0.61,0.53,0.05,0.02,0.77,0.08,0.32,124.0,minimal-techno,0,0,0,0,0
ann sweeten,7,22.57,259927.14,0.29,0.15,0.03,0.97,0.92,0.12,0.16,96.98,new-age,0,0,0,0,0
anna,2,42.0,411069.5,0.7,0.94,0.05,0.01,0.91,0.12,0.03,129.0,minimal-techno,0,0,0,0,0
anna clyne;inbal segev;london philharmonic orchestra;marin alsop,1,50.0,284853.0,0.16,0.1,0.04,0.78,0.9,0.1,0.04,68.78,british,0,0,0,0,0
anna hamilton,2,53.33,217939.67,0.72,0.3,0.03,0.67,0.0,0.12,0.31,101.41,acoustic,0,0,0,0,0
anna jurksztowicz,1,23.0,98146.0,0.64,0.7,0.04,0.81,0.0,0.35,0.77,119.58,synth-pop,0,0,0,0,0
anna jurksztowicz;andrzej piaseczny,1,25.0,244026.0,0.75,0.57,0.04,0.67,0.0,0.32,0.66,109.93,synth-pop,0,0,0,0,0
anna jurksztowicz;skytech,1,26.0,173114.0,0.71,0.74,0.2,0.01,0.01,0.28,0.4,122.05,synth-pop,0,0,0,0,0
anna kitkowska,2,47.5,204565.5,0.64,0.22,0.05,0.8,0.77,0.09,0.25,137.18,guitar,0,0,0,0,0
anna landström,6,58.33,154294.83,0.41,0.03,0.04,0.99,0.92,0.1,0.36,94.1,piano,0,0,0,0,0
anna luisa,1,38.0,227960.0,0.56,0.46,0.03,0.39,0.0,0.23,0.46,81.92,mpb,0,0,0,0,0
anna nalick,1,65.0,279826.0,0.39,0.45,0.03,0.42,0.0,0.09,0.29,169.84,acoustic,0,0,0,0,0
anna netrebko;pkf – prague philharmonia;emmanuel villaume,1,19.0,190480.0,0.19,0.1,0.04,0.96,0.02,0.11,0.06,85.1,opera,0,0,0,0,0
anna of the north,1,59.0,215773.0,0.55,0.49,0.04,0.46,0.01,0.14,0.42,94.98,electro,0,0,0,0,0
anna ternheim,1,0.0,217106.0,0.55,0.62,0.04,0.39,0.28,0.1,0.41,110.8,swedish,0,0,0,0,0
anna-maria zimmermann,6,28.0,194761.38,0.7,0.94,0.05,0.04,0.0,0.29,0.75,128.63,party,0,0,0,0,0
anna;miss kittin,2,40.0,280871.0,0.52,0.89,0.05,0.0,0.69,0.4,0.17,129.02,minimal-techno,0,0,0,0,0
anna;ravid,1,53.0,213390.0,0.64,0.76,0.04,0.07,0.86,0.1,0.05,128.02,minimal-techno,0,0,0,0,0
annaleigh ashford,1,22.0,219333.0,0.52,0.19,0.05,0.89,0.0,0.08,0.3,117.83,show-tunes,0,0,0,0,0
anne kihlstrom;jan ellerås,1,37.0,177424.0,0.65,0.76,0.1,0.7,0.19,0.11,0.61,118.7,swedish,0,0,0,0,0
anne trenning,1,23.0,301373.0,0.38,0.09,0.04,0.99,0.88,0.11,0.23,100.89,new-age,0,0,0,0,0
anne vallayer,2,54.0,124000.0,0.47,0.15,0.07,0.98,0.94,0.09,0.34,125.69,piano,0,0,0,0,0
anne-marie,14,23.0,184881.42,0.63,0.71,0.12,0.12,0.0,0.14,0.64,120.73,house,0,0,0,0,0
anne-marie;cahill,1,1.0,177656.0,0.6,0.91,0.04,0.0,0.0,0.2,0.6,127.99,dance,0,0,0,0,0
anne-marie;doja cat,1,59.0,194758.0,0.52,0.65,0.07,0.24,0.0,0.13,0.29,156.0,house,0,0,0,0,0
anne-marie;don diablo,1,0.0,225000.0,0.65,0.93,0.12,0.08,0.0,0.13,0.67,123.96,dance,0,0,0,0,0
anne-marie;little mix,1,71.0,176800.0,0.64,0.88,0.05,0.02,0.0,0.31,0.48,103.95,house,0,0,0,0,0
anne-marie;niall horan,3,42.6,163733.0,0.58,0.76,0.05,0.13,0.0,0.21,0.52,80.95,house,0,0,0,0,0
anne-marie;niall horan;just kiddin,2,0.0,156093.0,0.66,0.92,0.04,0.05,0.0,0.1,0.95,118.94,dance,0,0,0,0,0
anne-marie;rudimental,1,0.0,142720.0,0.71,0.75,0.03,0.02,0.0,0.35,0.29,124.04,dance,0,0,0,0,0
anne-marie;saweetie;ms banks,1,1.0,226920.0,0.74,0.65,0.16,0.0,0.0,0.13,0.5,95.64,dance,0,0,0,0,0
anne-marie;the wild;aitch,1,0.0,190664.0,0.68,0.78,0.14,0.0,0.0,0.31,0.51,128.04,house,0,0,0,0,0
annemieke van dam;patrick stanke,1,21.0,210238.0,0.44,0.38,0.03,0.68,0.0,0.14,0.34,132.7,show-tunes,0,0,0,0,0
annenmaykantereit;giant rooks,1,78.0,269333.0,0.68,0.43,0.14,0.38,0.0,0.36,0.33,98.22,german,0,0,0,0,0
annie lennox,14,4.03,225263.51,0.44,0.29,0.03,0.53,0.0,0.12,0.26,131.15,singer-songwriter,2,2,2017,2017,1
annie lennox;african children's choir,1,0.0,254320.0,0.52,0.17,0.03,0.77,0.0,0.11,0.15,78.02,rock,0,0,0,0,0
annihilator,3,27.4,271927.4,0.46,0.89,0.05,0.0,0.0,0.25,0.14,109.29,death-metal,0,0,0,0,0
annix;rider shafique,1,16.0,220800.0,0.71,0.83,0.11,0.04,0.02,0.36,0.08,87.47,drum-and-bass,0,0,0,0,0
annix;simula,1,19.0,198171.0,0.5,0.96,0.38,0.01,0.0,0.24,0.57,174.88,drum-and-bass,0,0,0,0,0
annix;skantia,1,19.0,219428.0,0.42,0.82,0.16,0.01,0.41,0.44,0.08,121.1,drum-and-bass,0,0,0,0,0
anoraak;luxxury;lauren turk,1,0.0,301092.0,0.75,0.67,0.05,0.02,0.04,0.12,0.82,108.98,synth-pop,0,0,0,0,0
anoushbard,2,3.0,517062.0,0.23,0.96,0.07,0.0,0.37,0.29,0.06,109.93,iranian,0,0,0,0,0
anoushka maskey;cosmic grooves;mismatched,1,44.0,172721.0,0.34,0.65,0.09,0.46,0.0,0.19,0.52,98.71,indie,0,0,0,0,0
ansiktet,1,41.0,242200.0,0.55,0.82,0.08,0.01,0.0,0.08,0.68,170.0,swedish,0,0,0,0,0
anson seabra,21,48.71,195346.0,0.59,0.25,0.08,0.8,0.0,0.13,0.34,105.32,singer-songwriter,0,0,0,0,0
anstandslos & durchgeknallt,2,27.0,138083.0,0.85,0.76,0.11,0.15,0.0,0.22,0.67,124.98,party,0,0,0,0,0
anstandslos & durchgeknallt;emi flemming,2,33.5,151587.5,0.84,0.8,0.05,0.1,0.0,0.08,0.89,128.98,party,0,0,0,0,0
anstandslos & durchgeknallt;georg stengel;lizot,1,24.0,195600.0,0.48,0.87,0.24,0.09,0.0,0.17,0.49,123.92,party,0,0,0,0,0
anstandslos & durchgeknallt;jazzy gudd;dize,1,26.0,149047.0,0.84,0.8,0.08,0.05,0.0,0.33,0.32,126.04,party,0,0,0,0,0
anstandslos & durchgeknallt;jona,1,33.0,154687.0,0.66,0.75,0.21,0.0,0.0,0.19,0.38,127.97,party,0,0,0,0,0
anstandslos & durchgeknallt;jona;jerome,1,30.0,150923.0,0.74,0.85,0.15,0.0,0.0,0.34,0.34,129.99,party,0,0,0,0,0
anstandslos & durchgeknallt;le boome de tschaque;bünger,1,25.0,178833.0,0.56,0.63,0.28,0.01,0.0,0.06,0.34,136.11,party,0,0,0,0,0
ant saunders,1,68.0,223257.0,0.87,0.44,0.07,0.18,0.0,0.07,0.7,129.04,chill,0,0,0,0,0
ant saunders;audrey mika,1,55.0,180672.0,0.82,0.4,0.22,0.46,0.0,0.07,0.68,129.04,chill,0,0,0,0,0
antennaah,2,40.5,131638.0,0.68,0.34,0.26,0.6,0.83,0.09,0.39,99.45,study,0,0,0,0,0
anthony b,1,0.0,195242.0,0.68,0.71,0.26,0.1,0.0,0.1,0.67,85.02,dancehall,0,0,0,0,0
anthony broughton,2,12.0,233928.0,0.9,0.54,0.28,0.17,0.0,0.19,0.69,109.02,kids,0,0,0,0,0
anthony green,1,33.0,240085.0,0.3,0.61,0.04,0.07,0.8,0.15,0.29,77.2,hardcore,0,0,0,0,0
anthony hamilton,2,0.0,261946.0,0.78,0.64,0.22,0.07,0.0,0.1,0.69,77.01,soul,0,0,0,0,0
anthony hamilton;jaheim;musiq soulchild,1,1.0,232613.0,0.68,0.65,0.15,0.22,0.0,0.35,0.45,172.02,soul,0,0,0,0,0
anthony keyrouz,2,51.5,237401.5,0.75,0.63,0.03,0.2,0.0,0.12,0.54,117.23,electronic,0,0,0,0,0
anthony keyrouz;ekko,1,56.0,152459.0,0.73,0.67,0.18,0.1,0.0,0.15,0.31,122.04,electronic,0,0,0,0,0
anthony keyrouz;glaceo,1,66.0,148396.0,0.67,0.83,0.32,0.34,0.0,0.18,0.42,131.08,electronic,0,0,0,0,0
anthony keyrouz;lucifer;marmy,1,55.0,132001.0,0.68,0.76,0.05,0.26,0.0,0.43,0.3,120.06,electronic,0,0,0,0,0
anthony keyrouz;offrami;jeannette,1,50.0,132742.0,0.71,0.87,0.11,0.05,0.0,0.16,0.57,122.93,electronic,0,0,0,0,0
anthony keyrouz;paradigm,2,69.8,139747.2,0.68,0.8,0.2,0.11,0.0,0.21,0.38,129.98,electronic,0,0,0,0,0
anthony keyrouz;romy wave,1,49.0,228012.0,0.66,0.47,0.08,0.14,0.0,0.1,0.2,100.02,electronic,0,0,0,0,0
anthony keyrouz;zana,1,60.0,131001.0,0.66,0.82,0.14,0.06,0.0,0.41,0.34,120.02,electronic,0,0,0,0,0
anthony lazaro,3,50.33,172526.67,0.65,0.27,0.06,0.86,0.0,0.18,0.4,98.42,j-pop,0,0,0,0,0
anthony lazaro;sarah kang,1,46.0,205956.0,0.64,0.3,0.04,0.84,0.0,0.11,0.41,114.88,j-pop,0,0,0,0,0
anthony ramos,1,40.0,176493.0,0.76,0.56,0.2,0.15,0.0,0.13,0.62,98.92,show-tunes,0,0,0,0,0
anthony rapp,1,29.0,127400.0,0.56,0.37,0.12,0.71,0.0,0.09,0.37,74.57,show-tunes,0,0,0,0,0
"anthony rapp;you're a good man, charlie brown ensemble (1999)",1,25.0,222600.0,0.53,0.29,0.33,0.81,0.0,0.36,0.52,82.01,show-tunes,0,0,0,0,0
anthony rother,1,18.0,502609.0,0.92,0.34,0.37,0.0,0.63,0.11,0.89,129.96,minimal-techno,0,0,0,0,0
anthony russo,1,49.0,213193.0,0.69,0.48,0.15,0.48,0.0,0.46,0.49,137.85,chill,0,0,0,0,0
anthony shakir,1,5.0,389650.0,0.93,0.95,0.24,0.02,0.01,0.15,0.19,129.03,detroit-techno,0,0,0,0,0
anthony wong,4,30.0,253282.75,0.51,0.55,0.03,0.41,0.0,0.16,0.51,123.45,cantopop,0,0,0,0,0
anthony wong;cass phang,1,31.0,243746.0,0.72,0.56,0.19,0.42,0.0,0.38,0.41,123.0,cantopop,0,0,0,0,0
anthrax,2,1.0,312553.0,0.34,0.9,0.05,0.01,0.0,0.27,0.55,128.19,alt-rock,0,0,0,0,0
anthrax;public enemy,1,0.0,210493.0,0.6,0.83,0.16,0.0,0.0,0.12,0.28,121.05,alt-rock,0,0,0,0,0
anthropological,1,59.0,216000.0,0.17,0.04,0.04,0.99,0.9,0.11,0.04,138.01,sleep,0,0,0,0,0
antibalas,2,16.0,441119.5,0.7,0.94,0.07,0.34,0.57,0.2,0.84,125.09,afrobeat,0,0,0,0,0
antichrist siege machine,4,17.5,196480.5,0.16,0.92,0.12,0.09,0.83,0.32,0.13,142.67,black-metal,0,0,0,0,0
antidoping,1,34.0,270525.0,0.78,0.81,0.18,0.11,0.0,0.09,0.79,80.32,ska,0,0,0,0,0
antigama,11,12.18,152578.09,0.33,0.99,0.15,0.0,0.67,0.23,0.19,124.16,grindcore,0,0,0,0,0
antillas;fiora,1,48.0,197786.0,0.58,0.69,0.06,0.05,0.0,0.2,0.39,130.16,trance,0,0,0,0,0
anton ishutin,10,0.6,375671.4,0.78,0.57,0.05,0.06,0.38,0.18,0.55,119.41,groove,0,0,0,0,0
anton ishutin;note u,1,0.0,420501.0,0.65,0.5,0.03,0.32,0.03,0.11,0.3,120.99,groove,0,0,0,0,0
anton powers;redondo,1,61.0,168991.0,0.65,0.99,0.1,0.02,0.11,0.16,0.56,124.0,groove,0,0,0,0,0
anton powers;redondo;endor,1,23.0,234435.0,0.87,0.98,0.06,0.01,0.72,0.06,0.91,123.99,groove,0,0,0,0,0
antonio bribiesca,8,24.25,185001.38,0.58,0.16,0.13,0.92,0.74,0.11,0.34,124.05,guitar,0,0,0,0,0
antonio caldara;cecilia bartoli;les musiciens du louvre;marc minkowski,1,20.0,525400.0,0.22,0.05,0.06,0.98,0.03,0.13,0.07,80.32,opera,0,0,0,0,0
antonio carlos & jocafi,1,35.0,221392.0,0.72,0.53,0.07,0.24,0.0,0.14,0.94,80.01,samba,0,0,0,0,0
antonio cartagena,2,27.5,284383.5,0.64,0.89,0.04,0.18,0.0,0.11,0.95,122.9,salsa,0,0,0,0,0
antonio cirilo,2,42.33,691097.33,0.44,0.25,0.03,0.85,0.0,0.15,0.17,117.61,gospel,0,0,0,0,0
antonio garcia isaac,4,32.0,158937.25,0.66,0.21,0.06,0.96,0.92,0.11,0.38,106.78,guitar,0,0,0,0,0
antonio garcia isaac;roberto aguilar;felipe gutierrez,4,37.0,181207.5,0.67,0.63,0.04,0.85,0.9,0.1,0.75,126.36,guitar,0,0,0,0,0
antonio jesús asiáin sanz,1,21.0,200516.0,0.6,0.09,0.03,0.9,0.89,0.11,0.08,105.02,world-music,0,0,0,0,0
antonio josé,7,16.71,216609.14,0.53,0.67,0.05,0.31,0.0,0.25,0.24,120.93,spanish,0,0,0,0,0
antonio josé;alejandro fernández,1,0.0,214080.0,0.53,0.69,0.05,0.5,0.0,0.15,0.46,151.94,spanish,0,0,0,0,0
antonio josé;cali y el dandee,2,0.0,203737.0,0.73,0.82,0.07,0.12,0.0,0.23,0.62,94.96,spanish,0,0,0,0,0
antonio josé;chema rivas,1,61.0,169404.0,0.74,0.86,0.21,0.08,0.0,0.38,0.82,100.07,spanish,0,0,0,0,0
antonio orozco,3,59.67,229561.33,0.48,0.51,0.04,0.36,0.0,0.1,0.23,108.43,spanish,0,0,0,0,0
antonio orozco;karol g,2,0.0,221992.0,0.71,0.82,0.15,0.13,0.0,0.4,0.89,88.94,spanish,0,0,0,0,0
antonio orozco;sebastian yatra,1,62.0,234753.0,0.46,0.41,0.04,0.65,0.0,0.11,0.22,80.4,spanish,0,0,0,0,0
antonio tarragó ros,1,42.0,163986.0,0.67,0.52,0.12,0.12,0.74,0.32,0.79,95.87,folk,0,0,0,0,0
antonio vega,1,41.0,190626.0,0.61,0.49,0.03,0.66,0.0,0.12,0.26,119.65,spanish,0,0,0,0,0
antonio vivaldi;adrian chandler;la serenissima,1,63.0,201853.0,0.4,0.25,0.04,0.82,0.64,0.12,0.39,162.08,classical,0,0,0,0,0
antonio vivaldi;avi avital;venice baroque orchestra,1,0.0,107280.0,0.37,0.37,0.06,0.72,0.9,0.12,0.29,147.86,classical,0,0,0,0,0
antonio vivaldi;cabin john middle school advanced orchestra;scott herman,1,0.0,251560.0,0.4,0.45,0.55,0.92,0.76,0.68,0.7,110.94,classical,0,0,0,0,0
antonio vivaldi;cecilia bartoli;arnold schoenberg chor;il giardino armonico;giovanni antonini,1,0.0,124558.0,0.52,0.18,0.05,0.97,0.0,0.07,0.7,119.37,classical,0,0,0,0,0
antonio vivaldi;cet étrange éclat,2,0.5,184913.0,0.13,0.02,0.04,0.71,0.67,0.11,0.07,118.55,classical,0,0,0,0,0
antonio vivaldi;florian christl,1,65.0,112352.0,0.43,0.26,0.05,0.96,0.89,0.12,0.1,78.81,classical,0,0,0,0,0
antonio vivaldi;gidon kremer;leslie pearson;london symphony orchestra;claudio abbado,2,0.0,155746.5,0.47,0.22,0.05,0.91,0.07,0.1,0.21,124.06,classical,0,0,0,0,0
antonio vivaldi;renato fasano;luigi ferro;i virtuosi di roma,1,0.0,145653.0,0.34,0.03,0.04,0.64,0.32,0.08,0.04,116.87,classical,0,0,0,0,0
antonio y joel con labranza,2,30.0,219004.5,0.57,0.72,0.07,0.57,0.0,0.18,0.83,132.88,salsa,0,0,0,0,0
antony & gabriel,3,49.0,177751.0,0.69,0.91,0.08,0.21,0.0,0.38,0.74,109.79,sertanejo,0,0,0,0,0
antonín dvořák;arioso quartett wien,1,0.0,266333.0,0.1,0.18,0.05,0.79,0.58,0.22,0.1,74.24,classical,0,0,0,0,0
antonín dvořák;emerson string quartet,1,0.0,315240.0,0.34,0.1,0.04,0.95,0.87,0.09,0.29,84.33,classical,0,0,0,0,0
antonín dvořák;katia labèque;marielle labèque,1,0.0,203000.0,0.38,0.19,0.04,0.99,0.9,0.09,0.28,153.37,classical,0,0,0,0,0
antonín dvořák;randall goosby;zhu wang,1,0.0,256613.0,0.21,0.07,0.05,0.99,0.17,0.1,0.05,86.92,classical,0,0,0,0,0
antonín dvořák;wiener philharmoniker;herbert von karajan,1,0.0,516000.0,0.32,0.05,0.04,0.95,0.54,0.09,0.1,129.4,classical,0,0,0,0,0
antti paakkonen,1,22.0,83760.0,0.39,0.32,0.04,0.78,0.0,0.12,0.3,128.49,disney,0,0,0,0,0
antti paakkonen;joonathan kettunen;luca vieri;pasi ruohonen,1,20.0,251520.0,0.51,0.62,0.26,0.44,0.0,0.12,0.62,167.73,disney,0,0,0,0,0
antti paakkonen;pasi ruohonen,1,21.0,84720.0,0.69,0.36,0.14,0.78,0.0,0.11,0.93,138.04,disney,0,0,0,0,0
antônio carlos jobim,4,0.25,151999.75,0.52,0.31,0.03,0.79,0.5,0.14,0.53,107.31,brazil,0,0,0,0,0
antônio carlos jobim;frank sinatra,1,0.0,200360.0,0.54,0.32,0.03,0.71,0.0,0.1,0.55,133.54,brazil,0,0,0,0,0
antônio carlos jobim;herbie mann;joão gilberto,1,0.0,79000.0,0.8,0.41,0.05,0.88,0.0,0.09,0.97,113.42,brazil,0,0,0,0,0
anu malik;monali thakur;varun grover,1,63.0,322899.0,0.58,0.4,0.03,0.85,0.0,0.12,0.35,128.03,pop-film,0,0,0,0,0
anu malik;papon;varun grover,1,58.0,322899.0,0.63,0.34,0.03,0.74,0.0,0.11,0.41,128.0,pop-film,0,0,0,0,0
anuel aa,4,76.14,204262.86,0.72,0.63,0.13,0.37,0.0,0.16,0.64,137.31,reggaeton,0,0,0,0,0
anuel aa;daddy yankee;karol g;j balvin;ozuna,1,76.0,301714.0,0.79,0.81,0.09,0.08,0.0,0.08,0.61,105.03,latino,0,0,0,0,0
anuel aa;daddy yankee;karol g;ozuna;j balvin,1,70.0,301714.0,0.79,0.81,0.09,0.08,0.0,0.08,0.61,105.03,latino,0,0,0,0,0
anuel aa;daddy yankee;zion & lennox;farruko;wisin,1,78.0,307910.0,0.64,0.87,0.15,0.27,0.0,0.08,0.77,169.8,latino,0,0,0,0,0
anuel aa;enrique iglesias,1,61.0,221428.0,0.74,0.92,0.12,0.4,0.0,0.09,0.69,167.99,latino,0,0,0,0,0
anuel aa;karol g,12,4.5,258799.05,0.81,0.8,0.13,0.6,0.01,0.14,0.71,91.98,latino,0,0,0,0,0
anuel aa;romeo santos,1,76.0,219357.0,0.75,0.66,0.12,0.26,0.0,0.05,0.7,95.24,latino,0,0,0,0,0
anupam mukherjee,1,39.0,195428.0,0.52,0.48,0.03,0.73,0.02,0.09,0.43,139.86,singer-songwriter,0,0,0,0,0
anupam roy,30,42.55,273658.35,0.59,0.49,0.04,0.55,0.0,0.15,0.4,120.94,singer-songwriter,0,0,0,0,0
anupam roy;anindya chatterjee,1,34.0,245786.0,0.62,0.44,0.04,0.77,0.0,0.18,0.59,134.8,singer-songwriter,0,0,0,0,0
anupam roy;iman chakraborty,2,39.0,326040.0,0.56,0.19,0.03,0.93,0.0,0.1,0.29,105.96,singer-songwriter,0,0,0,0,0
anupam roy;lopamudra mitra,1,37.0,330187.0,0.74,0.34,0.03,0.8,0.0,0.1,0.68,105.01,singer-songwriter,0,0,0,0,0
anupam roy;rahat fateh ali khan,1,37.0,326635.0,0.26,0.44,0.03,0.88,0.0,0.12,0.14,175.63,singer-songwriter,0,0,0,0,0
anupam roy;rupankar bagchi,1,33.0,317081.0,0.27,0.6,0.04,0.71,0.0,0.08,0.21,167.28,singer-songwriter,0,0,0,0,0
anupam roy;shreya ghoshal,2,50.0,264213.0,0.66,0.61,0.04,0.51,0.0,0.19,0.58,112.28,indie,0,0,0,0,0
anuqram,1,35.5,377146.0,0.56,0.9,0.04,0.0,0.91,0.09,0.14,124.01,progressive-house,0,0,0,0,0
anuradha paudwal,15,46.88,790258.12,0.54,0.58,0.05,0.7,0.0,0.27,0.7,125.31,k-pop,0,0,0,0,0
anuradha paudwal;kumar sanu,13,51.21,337335.07,0.47,0.6,0.04,0.81,0.0,0.23,0.67,111.23,k-pop,0,0,0,0,0
anuradha paudwal;manhar udhas,1,45.0,491466.0,0.51,0.54,0.05,0.89,0.0,0.3,0.7,125.73,k-pop,0,0,0,0,0
anuradha paudwal;manhar udhas;laxmikant–pyarelal,1,52.0,489293.0,0.41,0.41,0.04,0.72,0.0,0.08,0.58,82.8,k-pop,0,0,0,0,0
anuradha paudwal;navin tripathi,1,26.0,457360.0,0.62,0.55,0.03,0.44,0.0,0.09,0.43,90.0,k-pop,0,0,0,0,0
anuradha paudwal;rani chatterjee,1,12.0,243250.0,0.46,0.89,0.04,0.12,0.0,0.62,0.57,119.99,k-pop,0,0,0,0,0
anuradha paudwal;sonu nigam,3,47.67,365066.67,0.6,0.65,0.04,0.66,0.0,0.25,0.9,94.01,k-pop,0,0,0,0,0
anuradha paudwal;udit narayan,8,48.38,334139.75,0.58,0.58,0.08,0.62,0.0,0.2,0.71,101.95,k-pop,0,0,0,0,0
anurag vashisht,3,50.12,194281.25,0.56,0.43,0.03,0.72,0.0,0.14,0.27,155.63,singer-songwriter,0,0,0,0,0
anurag vashisht;dj ruchir,1,31.0,232173.0,0.62,0.44,0.02,0.71,0.0,0.09,0.22,92.06,singer-songwriter,0,0,0,0,0
anurag vashisht;dj strings,1,38.0,208695.0,0.68,0.38,0.03,0.8,0.0,0.08,0.3,92.0,singer-songwriter,0,0,0,0,0
anurag vashisht;riya tickoo,1,50.0,235394.0,0.46,0.39,0.04,0.69,0.0,0.16,0.29,171.44,indian,0,0,0,0,0
anurag vashisht;unluv,1,33.0,196718.0,0.76,0.52,0.04,0.71,0.0,0.41,0.37,96.01,singer-songwriter,0,0,0,0,0
anuv jain,10,64.05,225321.3,0.55,0.26,0.03,0.83,0.0,0.11,0.37,113.79,indian,0,0,0,0,0
anxiety attacks!;93feetofsmoke,1,48.0,161342.0,0.71,0.86,0.18,0.08,0.0,0.32,0.7,110.08,emo,0,0,0,0,0
anxious,1,31.0,231513.0,0.23,0.99,0.08,0.0,0.21,0.34,0.21,92.24,hardcore,0,0,0,0,0
any given day,2,23.5,252959.5,0.34,0.99,0.13,0.0,0.16,0.33,0.2,150.46,metalcore,0,0,0,0,0
anya marina,1,32.0,245726.0,0.4,0.55,0.03,0.4,0.0,0.12,0.15,89.33,acoustic,0,0,0,0,0
anz,1,44.0,100881.0,0.29,0.87,0.04,0.1,0.94,0.11,0.05,108.33,club,0,0,0,0,0
anz;george riley,1,50.0,218024.0,0.71,0.82,0.04,0.01,0.14,0.05,0.52,124.01,club,0,0,0,0,0
aníbal arias,1,18.0,125520.0,0.49,0.2,0.05,0.98,0.89,0.1,0.62,127.88,tango,0,0,0,0,0
aníbal troilo,6,17.67,180013.17,0.47,0.36,0.04,0.88,0.29,0.12,0.58,118.03,tango,0,0,0,0,0
aníbal troilo y su orquesta típica,4,18.5,196059.75,0.41,0.43,0.05,0.85,0.0,0.21,0.5,124.19,tango,0,0,0,0,0
aníbal troilo y su orquesta típica;roberto goyeneche,8,20.12,200886.25,0.45,0.38,0.04,0.81,0.0,0.23,0.52,101.19,tango,0,0,0,0,0
aníbal troilo;alberto marino,2,19.0,189593.0,0.43,0.36,0.04,0.98,0.04,0.13,0.57,124.02,tango,0,0,0,0,0
aníbal troilo;edmundo rivero,1,16.0,210093.0,0.49,0.41,0.05,0.91,0.09,0.37,0.45,117.77,tango,0,0,0,0,0
aníbal troilo;floreal ruiz,4,20.0,176479.75,0.44,0.48,0.05,0.9,0.0,0.14,0.6,110.83,tango,0,0,0,0,0
aníbal troilo;juan de dios filiberto,1,17.0,157727.0,0.37,0.32,0.04,0.98,0.91,0.35,0.44,120.75,tango,0,0,0,0,0
aníbal troilo;roberto fiorentino,3,19.0,155017.33,0.66,0.57,0.04,0.91,0.37,0.24,0.89,112.1,tango,0,0,0,0,0
aníbal troilo;roberto goyeneche,1,18.0,212933.0,0.5,0.38,0.07,0.83,0.0,0.25,0.35,109.86,tango,0,0,0,0,0
aníbal troilo;roberto grela,1,22.0,208840.0,0.43,0.25,0.03,0.94,0.72,0.21,0.5,109.9,tango,0,0,0,0,0
anıl durmuş,1,39.0,225000.0,0.28,0.59,0.05,0.4,0.0,0.21,0.36,159.22,turkish,0,0,0,0,0
