merge_artist,total_tracks,avg_popularity,avg_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,top_genre,total_nominations,total_wins,first_award_year,last_award_year,has_award
mark farina;homero espinosa;seven davis jr.;luke solomon,1,11.0,454988.0,0.74,0.81,0.05,0.02,0.91,0.06,0.72,123.02,chicago-house,0,0,0,0,0
mark farina;j-boogie,1,7.0,340509.0,0.78,0.68,0.05,0.04,0.01,0.08,0.47,109.94,chicago-house,0,0,0,0,0
mark farina;jt donaldson,1,9.0,437271.0,0.81,0.91,0.05,0.0,0.84,0.09,0.81,125.02,chicago-house,0,0,0,0,0
mark farina;kaskade,2,26.0,372766.5,0.87,0.51,0.06,0.06,0.41,0.29,0.71,118.01,chicago-house,0,0,0,0,0
mark farina;kaskade;derrick carter,1,6.0,424146.0,0.8,0.83,0.05,0.0,0.8,0.66,0.59,127.0,chicago-house,0,0,0,0,0
mark farina;sean hayes,2,37.0,369877.0,0.91,0.49,0.04,0.13,0.03,0.13,0.72,110.01,chicago-house,0,0,0,0,0
mark knight;armand van helden,1,5.0,145984.0,0.74,0.94,0.22,0.0,0.71,0.62,0.27,127.02,deep-house,0,0,0,0,0
mark knight;skin;sultan + shepard,1,40.0,232745.0,0.63,0.8,0.04,0.03,0.0,0.13,0.08,122.0,deep-house,0,0,0,0,0
mark morrison,1,75.0,213093.0,0.72,0.83,0.11,0.01,0.0,0.16,0.61,95.49,british,0,0,0,0,0
mark northam,2,38.33,168212.33,0.6,0.02,0.08,1.0,0.93,0.11,0.27,131.04,disney,0,0,0,0,0
mark oblea,1,32.0,283480.0,0.71,0.4,0.03,0.68,0.0,0.1,0.31,94.99,acoustic,0,0,0,0,0
mark ronson;bruno mars,1,83.0,269666.0,0.86,0.61,0.08,0.01,0.0,0.03,0.93,114.99,dance,0,0,0,0,0
mark ronson;miley cyrus,1,78.0,217466.0,0.6,0.79,0.07,0.01,0.0,0.39,0.24,114.07,dance,0,0,0,0,0
mark seibert,2,20.5,264785.5,0.39,0.27,0.03,0.8,0.0,0.11,0.17,115.35,show-tunes,0,0,0,0,0
mark seibert;ana milva gomes,1,23.0,294360.0,0.2,0.31,0.04,0.77,0.0,0.31,0.17,80.81,show-tunes,0,0,0,0,0
mark seibert;barbara obermeier,1,21.0,250680.0,0.42,0.4,0.04,0.73,0.0,0.1,0.11,119.54,show-tunes,0,0,0,0,0
mark seibert;milica jovanović,1,21.0,177232.0,0.36,0.36,0.04,0.78,0.0,0.13,0.56,184.06,show-tunes,0,0,0,0,0
mark seibert;willemijn verkaik,1,22.0,221026.0,0.48,0.49,0.03,0.56,0.0,0.12,0.24,123.88,show-tunes,0,0,0,0,0
mark sixma,2,50.0,188483.5,0.64,0.8,0.05,0.03,0.3,0.4,0.26,129.0,progressive-house,0,0,0,0,0
mark sixma;anvy,1,48.0,186307.0,0.67,0.77,0.05,0.06,0.0,0.53,0.36,123.99,trance,0,0,0,0,0
mark sixma;jordan shaw,1,48.0,163833.0,0.79,0.51,0.04,0.17,0.0,0.31,0.84,121.98,trance,0,0,0,0,0
mark van dale;enrico;vengaboys,1,31.0,259253.0,0.69,0.98,0.05,0.0,0.77,0.05,0.61,140.02,trance,0,0,0,0,0
mark vincent,1,19.0,215434.0,0.22,0.39,0.03,0.91,0.0,0.07,0.26,81.47,opera,0,0,0,0,0
mark whalen,1,49.0,208000.0,0.78,0.44,0.04,0.62,0.01,0.11,0.61,90.03,garage,0,0,0,0,0
mark with a k,10,26.2,216837.0,0.56,0.87,0.12,0.02,0.24,0.14,0.36,144.11,hardstyle,0,0,0,0,0
mark with a k;maegan cottone,1,23.0,193258.0,0.57,0.74,0.03,0.04,0.07,0.28,0.47,149.99,hardstyle,0,0,0,0,0
mark with a k;mc alee;ruthless,1,21.0,203200.0,0.52,0.74,0.05,0.1,0.0,0.12,0.1,149.97,hardstyle,0,0,0,0,0
mark with a k;redhead,1,22.0,217603.0,0.52,0.81,0.04,0.01,0.0,0.54,0.15,149.93,hardstyle,0,0,0,0,0
mark with a k;robert falcon,1,51.0,218322.0,0.47,0.91,0.03,0.01,0.0,0.16,0.33,155.02,hardstyle,0,0,0,0,0
mark with a k;sub sonik,1,21.0,200800.0,0.27,0.99,0.3,0.01,0.0,0.21,0.09,150.07,hardstyle,0,0,0,0,0
marko hietala,1,19.0,282066.0,0.5,0.64,0.02,0.0,0.0,0.12,0.36,90.0,heavy-metal,0,0,0,0,0
marko maunuksela,3,19.67,218125.33,0.47,0.55,0.03,0.56,0.0,0.25,0.42,121.0,tango,0,0,0,0,0
markoolio,2,35.0,213495.0,0.71,0.96,0.23,0.06,0.0,0.19,0.7,139.51,swedish,0,0,0,0,0
marksman,1,58.0,139093.0,0.72,0.6,0.41,0.12,0.0,0.09,0.45,200.0,dancehall,0,0,0,0,0
markus becker,5,21.88,195433.5,0.63,0.95,0.08,0.01,0.0,0.24,0.72,136.49,party,0,0,0,0,0
markus becker;die mallorca cowboys,5,2.78,193653.0,0.63,1.0,0.08,0.03,0.0,0.71,0.69,134.0,party,0,0,0,0,0
markus becker;jörg lück,1,23.0,238333.0,0.76,0.83,0.03,0.01,0.0,0.02,0.84,135.06,party,0,0,0,0,0
markus becker;oliver deville,1,32.0,181000.0,0.59,0.98,0.15,0.03,0.0,0.32,0.16,135.06,disco,0,0,0,0,0
markus krunegård,3,22.67,239500.0,0.41,0.7,0.03,0.22,0.02,0.17,0.42,101.23,swedish,0,0,0,0,0
markus krunegård;klara söderberg,2,0.0,236333.0,0.59,0.49,0.03,0.76,0.0,0.11,0.43,97.01,swedish,0,0,0,0,0
markus schulz;delacey;gxd,1,38.5,279420.0,0.46,0.9,0.05,0.0,0.01,0.2,0.05,133.86,progressive-house,0,0,0,0,0
marlena,2,60.0,182329.5,0.54,0.62,0.05,0.06,0.0,0.12,0.65,125.56,spanish,0,0,0,0,0
marlena;bombai,1,55.0,196969.0,0.7,0.81,0.05,0.07,0.0,0.27,0.8,99.12,spanish,0,0,0,0,0
marlo;haliene,1,45.0,172578.0,0.58,0.63,0.04,0.08,0.0,0.14,0.3,127.93,trance,0,0,0,0,0
marlon,1,65.0,173784.0,0.79,0.63,0.04,0.15,0.0,0.12,0.78,100.0,spanish,0,0,0,0,0
marmalade,1,57.0,256560.0,0.39,0.2,0.03,0.28,0.0,0.11,0.42,93.8,rock-n-roll,0,0,0,0,0
marmi;aitana,1,61.0,179653.0,0.49,0.92,0.1,0.03,0.0,0.37,0.52,172.8,spanish,0,0,0,0,0
maroon 5,2,77.5,210249.5,0.53,0.53,0.07,0.42,0.0,0.34,0.46,140.46,pop,2,2,2017,2017,1
maroon 5;wiz khalifa,1,84.0,231173.0,0.74,0.75,0.04,0.02,0.0,0.29,0.55,110.02,pop,0,0,0,0,0
maroon town,1,26.0,210270.0,0.8,0.51,0.05,0.01,0.55,0.12,0.97,145.04,dub,0,0,0,0,0
marquez the greatest,1,23.0,86360.0,0.56,0.64,0.9,0.94,0.0,0.57,0.63,89.95,comedy,0,0,0,0,0
marquinho art'samba;de mangueira,1,39.0,271453.0,0.42,0.71,0.07,0.1,0.0,0.09,0.85,144.66,samba,0,0,0,0,0
marquinho sathan,1,37.0,238000.0,0.54,0.88,0.04,0.72,0.0,0.96,0.95,102.04,samba,0,0,0,0,0
marquinhos gomes,5,44.75,283679.75,0.45,0.72,0.04,0.38,0.0,0.34,0.39,119.57,gospel,0,0,0,0,0
marry,4,6.0,189089.75,0.57,0.96,0.14,0.01,0.0,0.35,0.56,143.77,party,0,0,0,0,0
marry;balineiro,1,30.0,196000.0,0.59,0.98,0.06,0.01,0.0,0.12,0.69,139.88,disco,0,0,0,0,0
marry;dj düse,1,29.0,209674.0,0.75,0.94,0.1,0.02,0.0,0.89,0.74,135.96,party,0,0,0,0,0
marry;dualxess;balineiro,1,0.0,174500.0,0.56,0.99,0.06,0.01,0.0,0.42,0.45,142.01,party,0,0,0,0,0
marry;harris & ford,1,0.0,177421.0,0.6,0.84,0.05,0.13,0.0,0.34,0.55,127.98,party,0,0,0,0,0
marry;mia julia,1,25.0,196218.0,0.44,0.88,0.05,0.0,0.0,0.15,0.39,152.0,party,0,0,0,0,0
marsa sakamoto;toshiko fujita,1,30.0,98080.0,0.27,0.14,0.04,0.85,0.0,0.11,0.23,90.51,disney,0,0,0,0,0
marsh,1,37.0,216774.0,0.62,0.92,0.05,0.0,0.78,0.18,0.14,123.99,progressive-house,0,0,0,0,0
marsha ambrosius,1,34.0,209573.0,0.35,0.29,0.04,0.77,0.0,0.12,0.08,88.22,british,0,0,0,0,0
marsha ambrosius;anthony hamilton,1,37.0,331133.0,0.38,0.34,0.03,0.67,0.0,0.2,0.17,129.76,british,0,0,0,0,0
marshall crenshaw,2,31.67,190084.0,0.56,0.81,0.05,0.14,0.0,0.19,0.82,116.97,power-pop,0,0,0,0,0
marshall jefferson,3,19.0,384400.0,0.75,0.86,0.09,0.01,0.53,0.21,0.64,121.77,chicago-house,0,0,0,0,0
marshall jefferson;curtis mcclain;director's cut,1,19.0,535680.0,0.75,0.89,0.04,0.01,0.06,0.33,0.74,125.0,chicago-house,0,0,0,0,0
marshall jefferson;curtis mcclain;director's cut;dj david dee,1,8.0,239214.0,0.74,0.87,0.04,0.01,0.02,0.32,0.83,125.01,chicago-house,0,0,0,0,0
marshall jefferson;curtis mcclain;maurice joshua,1,17.0,512640.0,0.87,0.39,0.08,0.01,0.35,0.07,0.59,126.0,chicago-house,0,0,0,0,0
marshall jefferson;full intention;sleezy d,1,6.0,368852.0,0.81,0.94,0.05,0.0,0.75,0.08,0.52,122.0,chicago-house,0,0,0,0,0
marshall jefferson;george smeddles;paris brightledge,1,40.0,210181.0,0.83,0.93,0.06,0.03,0.1,0.11,0.91,126.0,chicago-house,0,0,0,0,0
marshall jefferson;george smeddles;paris brightledge;del-30,1,10.0,158511.0,0.66,0.98,0.05,0.05,0.01,0.22,0.5,125.92,chicago-house,0,0,0,0,0
marshall jefferson;graeme park;mike pickering;manchester camerata;tim crooks,1,19.0,314075.0,0.63,0.73,0.04,0.07,0.0,0.85,0.69,120.0,chicago-house,0,0,0,0,0
marshall jefferson;jay c;k'alexi shelby;d-unity,1,10.0,438569.0,0.6,0.94,0.06,0.04,0.21,0.16,0.31,123.01,chicago-house,0,0,0,0,0
marshall jefferson;josh butler,1,10.0,371963.0,0.81,0.72,0.08,0.0,0.9,0.34,0.22,125.0,chicago-house,0,0,0,0,0
marshall jefferson;noosa heads;frits wentink,1,4.0,405495.0,0.85,0.6,0.22,0.12,0.72,0.18,0.45,121.02,chicago-house,0,0,0,0,0
marshall jefferson;noosa heads;justin martin,2,7.0,410570.0,0.79,0.69,0.06,0.01,0.58,0.19,0.58,125.1,chicago-house,0,0,0,0,0
marshall jefferson;noosa heads;salt city orchestra,1,36.0,492340.0,0.85,0.45,0.2,0.03,0.89,0.08,0.7,124.04,chicago-house,0,0,0,0,0
marshall jefferson;noosa heads;timewriter,1,10.0,437387.0,0.8,0.3,0.1,0.01,0.83,0.08,0.62,129.0,chicago-house,0,0,0,0,0
marshall jefferson;roy davis jr.;umosia,1,4.0,364760.0,0.74,0.36,0.07,0.18,0.31,0.05,0.78,119.99,chicago-house,0,0,0,0,0
marshall jefferson;skapes,1,14.0,227818.0,0.86,0.68,0.06,0.0,0.18,0.02,0.47,124.0,chicago-house,0,0,0,0,0
marshall jefferson;solardo,1,62.0,196109.0,0.79,0.8,0.07,0.01,0.19,0.51,0.61,124.98,chicago-house,0,0,0,0,0
marshall jefferson;wh0;el boogie,1,14.0,151967.0,0.69,0.82,0.04,0.0,0.0,0.08,0.8,121.99,chicago-house,0,0,0,0,0
marshall masters,1,24.5,120110.0,0.68,0.87,0.07,0.0,0.76,0.96,0.05,147.09,happy,0,0,0,0,0
marshall masters;the ultimate mc,3,37.0,151539.25,0.63,0.95,0.16,0.1,0.05,0.64,0.42,156.29,happy,0,0,0,0,0
marshmello,15,58.86,208142.5,0.59,0.89,0.05,0.02,0.2,0.15,0.46,142.33,progressive-house,0,0,0,0,0
marshmello;a day to remember,1,61.0,237203.0,0.43,0.9,0.1,0.01,0.0,0.34,0.38,148.15,progressive-house,0,0,0,0,0
marshmello;anne-marie,3,45.0,202620.0,0.63,0.88,0.05,0.2,0.0,0.13,0.53,95.08,progressive-house,0,0,0,0,0
marshmello;anne-marie;borgeous,1,46.0,202440.0,0.44,0.85,0.24,0.02,0.0,0.14,0.3,114.1,progressive-house,0,0,0,0,0
marshmello;anne-marie;r3hab,1,56.0,157142.0,0.55,0.81,0.04,0.03,0.0,0.1,0.7,104.93,progressive-house,0,0,0,0,0
marshmello;bastille,11,13.44,214268.48,0.69,0.79,0.05,0.19,0.0,0.17,0.67,100.09,progressive-house,0,0,0,0,0
marshmello;bastille;breathe carolina,1,56.0,158095.0,0.69,0.92,0.06,0.01,0.0,0.4,0.34,125.98,progressive-house,0,0,0,0,0
marshmello;bastille;frank walker,1,45.0,196571.0,0.71,0.65,0.18,0.12,0.0,0.12,0.61,105.0,progressive-house,0,0,0,0,0
marshmello;chvrches,1,75.0,156346.0,0.79,0.56,0.04,0.06,0.0,0.16,0.18,99.96,dance,0,0,0,0,0
marshmello;demi lovato,2,37.5,159862.0,0.74,0.84,0.06,0.02,0.0,0.07,0.26,103.07,dance,0,0,0,0,0
marshmello;demi lovato;duke & jones,1,48.0,154426.0,0.77,0.64,0.06,0.08,0.0,0.11,0.38,122.07,progressive-house,0,0,0,0,0
marshmello;demi lovato;lost stories,1,47.0,185483.0,0.7,0.63,0.04,0.27,0.0,0.1,0.45,104.99,edm,0,0,0,0,0
marshmello;eptic;juicy j,2,54.0,170807.0,0.74,0.95,0.07,0.01,0.0,0.36,0.31,145.06,progressive-house,0,0,0,0,0
marshmello;halsey,2,72.67,172779.33,0.63,0.63,0.05,0.01,0.0,0.05,0.45,94.0,progressive-house,0,0,0,0,0
marshmello;halsey;surf mesa,1,57.0,174289.0,0.68,0.68,0.04,0.03,0.0,0.09,0.49,113.12,progressive-house,0,0,0,0,0
marshmello;imanbek;usher,1,60.0,165704.0,0.71,0.89,0.04,0.0,0.0,0.26,0.74,126.01,progressive-house,0,0,0,0,0
marshmello;jonas brothers,4,29.69,154983.0,0.72,0.74,0.04,0.0,0.0,0.12,0.64,119.98,progressive-house,0,0,0,0,0
marshmello;juice wrld,2,67.5,108498.0,0.67,0.52,0.04,0.06,0.0,0.5,0.21,83.05,dance,0,0,0,0,0
marshmello;juicy j;james arthur,1,52.0,194533.0,0.49,0.62,0.15,0.1,0.0,0.27,0.17,126.82,progressive-house,0,0,0,0,0
marshmello;kane brown,1,74.0,181823.0,0.66,0.62,0.04,0.06,0.0,0.58,0.44,88.04,edm,0,0,0,0,0
marshmello;khalid,2,84.0,168205.0,0.72,0.77,0.07,0.19,0.01,0.14,0.46,130.97,dance,0,0,0,0,0
marshmello;khalid;alok,1,67.0,172913.0,0.64,0.96,0.04,0.01,0.15,0.36,0.41,127.03,progressive-house,0,0,0,0,0
marshmello;khalid;illenium,1,59.0,205119.0,0.48,0.8,0.04,0.05,0.0,0.24,0.3,141.92,progressive-house,0,0,0,0,0
marshmello;khalid;slushii,1,46.0,194420.0,0.52,0.98,0.09,0.01,0.0,0.06,0.27,149.96,progressive-house,0,0,0,0,0
marshmello;khalid;tiësto,1,56.0,202153.0,0.52,0.94,0.25,0.01,0.0,0.96,0.1,130.09,progressive-house,0,0,0,0,0
marshmello;leah culver,1,59.0,193777.0,0.63,0.9,0.04,0.0,0.85,0.2,0.16,134.99,progressive-house,0,0,0,0,0
marshmello;lil peep,1,73.0,177600.0,0.55,0.82,0.15,0.01,0.0,0.74,0.62,150.06,edm,0,0,0,0,0
marshmello;mae muller;trippie redd,1,67.0,153195.0,0.62,0.51,0.07,0.02,0.0,0.12,0.36,81.07,edm,0,0,0,0,0
marshmello;mrvlz,1,48.0,166002.0,0.62,0.92,0.03,0.04,0.0,0.08,0.49,100.0,progressive-house,0,0,0,0,0
marshmello;nitti;megan thee stallion,2,51.5,152414.0,0.82,0.81,0.04,0.0,0.33,0.06,0.46,125.96,progressive-house,0,0,0,0,0
marshmello;omar linx,1,60.0,243380.0,0.69,0.89,0.09,0.0,0.0,0.07,0.11,142.01,progressive-house,0,0,0,0,0
marshmello;ookay;noah cyrus,1,55.0,195200.0,0.57,0.95,0.04,0.0,0.0,0.17,0.41,150.06,progressive-house,0,0,0,0,0
marshmello;pritam,1,56.0,175721.0,0.59,0.96,0.06,0.07,0.0,0.27,0.49,127.84,dance,0,0,0,0,0
marshmello;roddy ricch,1,67.0,167898.0,0.78,0.83,0.24,0.41,0.0,0.1,0.79,160.11,edm,0,0,0,0,0
marshmello;southside;giggs;saint jhn,1,49.0,207140.0,0.88,0.72,0.03,0.16,0.0,0.1,0.84,130.01,progressive-house,0,0,0,0,0
marshmello;svdden death,1,56.0,171428.0,0.62,0.98,0.08,0.03,0.52,0.33,0.49,140.0,progressive-house,0,0,0,0,0
marshmello;tyga;chris brown,1,59.0,137448.0,0.81,0.62,0.07,0.04,0.0,0.12,0.6,100.02,progressive-house,0,0,0,0,0
marshmello;wrabel,1,56.0,237472.0,0.56,0.95,0.13,0.01,0.0,0.06,0.3,109.89,progressive-house,0,0,0,0,0
marshmello;yungblud;blackbear,1,61.0,186024.0,0.63,0.82,0.05,0.02,0.0,0.43,0.46,93.0,progressive-house,0,0,0,0,0
marsimoto,1,38.0,30680.0,0.57,0.25,0.06,0.06,0.84,0.14,0.51,58.93,german,0,0,0,0,0
mart'nália,3,39.75,226726.25,0.71,0.56,0.08,0.69,0.02,0.3,0.74,92.08,samba,0,0,0,0,0
mart'nália;luiza possi,1,37.0,237146.0,0.76,0.41,0.06,0.82,0.0,0.12,0.61,100.05,samba,0,0,0,0,0
marta jobim,1,50.0,182750.0,0.53,0.11,0.07,0.99,0.94,0.1,0.26,137.02,guitar,0,0,0,0,0
marta sánchez,2,13.0,293119.5,0.54,0.9,0.05,0.05,0.0,0.1,0.82,163.53,spanish,0,0,0,0,0
marteria,1,39.0,210133.0,0.67,0.69,0.23,0.02,0.0,0.07,0.63,143.75,german,0,0,0,0,0
martha reeves & the vandellas,3,7.1,162786.6,0.48,0.83,0.05,0.25,0.04,0.32,0.72,146.4,rock-n-roll,0,0,0,0,0
marthyan,2,21.5,162288.5,0.74,0.68,0.14,0.72,0.01,0.25,0.58,110.04,malay,0,0,0,0,0
marthyan;kalla sha,1,26.0,153623.0,0.88,0.58,0.2,0.72,0.0,0.09,0.47,99.96,malay,0,0,0,0,0
marthyan;secondgate;sreeraj,1,17.0,167000.0,0.82,0.4,0.12,0.16,0.28,0.38,0.36,115.08,malay,0,0,0,0,0
marthyan;sushin shyam,2,47.5,132755.0,0.9,0.71,0.05,0.43,0.02,0.31,0.9,127.0,malay,0,0,0,0,0
marthyan;v3k,1,23.0,311947.0,0.72,0.5,0.04,0.5,0.0,0.15,0.16,127.04,malay,0,0,0,0,0
marti west,1,50.0,226000.0,0.58,0.27,0.04,0.95,0.81,0.11,0.32,115.87,goth,0,0,0,0,0
martin and rose music,2,56.5,69906.0,0.73,0.63,0.06,0.36,0.0,0.22,0.9,101.3,children,0,0,0,0,0
martin garrix,10,54.0,261972.93,0.62,0.79,0.04,0.01,0.52,0.25,0.11,128.03,progressive-house,0,0,0,0,0
martin garrix;bebe rexha,1,79.0,195706.0,0.5,0.52,0.04,0.11,0.0,0.45,0.17,133.99,dance,0,0,0,0,0
martin garrix;bebe rexha;dallask,1,57.0,200597.0,0.52,0.82,0.06,0.01,0.0,0.35,0.1,134.1,progressive-house,0,0,0,0,0
martin garrix;blinders,1,50.0,210468.0,0.51,0.9,0.05,0.0,0.24,0.1,0.32,128.01,progressive-house,0,0,0,0,0
martin garrix;bonn,3,65.29,221804.57,0.43,0.57,0.03,0.07,0.0,0.12,0.33,128.09,progressive-house,0,0,0,0,0
martin garrix;bonn;dubvision,1,56.0,239062.0,0.58,0.79,0.06,0.05,0.0,0.21,0.29,127.97,progressive-house,0,0,0,0,0
martin garrix;bono;the edge,2,61.75,218583.25,0.66,0.76,0.04,0.21,0.0,0.17,0.32,121.43,progressive-house,0,0,0,0,0
martin garrix;breathe carolina,1,63.0,163124.0,0.56,0.94,0.04,0.0,0.92,0.12,0.15,127.99,edm,0,0,0,0,0
martin garrix;brooks,3,53.67,214091.67,0.62,0.91,0.04,0.01,0.91,0.09,0.18,128.02,progressive-house,0,0,0,0,0
martin garrix;clinton kane,1,69.0,174062.0,0.57,0.74,0.06,0.21,0.0,0.17,0.36,120.08,edm,0,0,0,0,0
martin garrix;clinton kane;alle farben,1,49.0,169270.0,0.68,0.85,0.05,0.1,0.0,0.1,0.39,123.89,progressive-house,0,0,0,0,0
martin garrix;dallask;sasha alex sloan,1,67.0,190560.0,0.69,0.72,0.04,0.06,0.01,0.16,0.38,125.07,edm,0,0,0,0,0
martin garrix;david guetta;jamie scott;romy dya,1,67.0,183636.0,0.53,0.52,0.06,0.44,0.0,0.2,0.13,149.12,edm,0,0,0,0,0
martin garrix;david guetta;khalid,1,55.0,195832.0,0.61,0.82,0.08,0.09,0.0,0.13,0.36,127.07,progressive-house,0,0,0,0,0
martin garrix;dawn golden,1,45.0,204418.0,0.51,0.73,0.04,0.0,0.0,0.27,0.27,128.04,progressive-house,0,0,0,0,0
martin garrix;dean lewis,1,64.0,236764.0,0.65,0.69,0.04,0.46,0.0,0.34,0.39,118.97,edm,0,0,0,0,0
martin garrix;dua lipa,1,78.0,220883.0,0.58,0.54,0.06,0.09,0.0,0.26,0.2,137.97,dance,0,0,0,0,0
martin garrix;dua lipa;brooks,1,56.0,200624.0,0.6,0.8,0.06,0.01,0.0,0.11,0.22,127.99,progressive-house,0,0,0,0,0
martin garrix;dubvision;jordan grace,2,45.5,189921.0,0.57,0.75,0.05,0.02,0.0,0.42,0.39,127.03,progressive-house,0,0,0,0,0
martin garrix;dubvision;shaun farrugia,2,55.5,202670.0,0.56,0.72,0.04,0.07,0.0,0.1,0.3,127.0,progressive-house,0,0,0,0,0
martin garrix;firebeatz,1,36.0,206449.0,0.58,0.96,0.04,0.01,0.52,0.18,0.16,128.0,progressive-house,0,0,0,0,0
martin garrix;g-eazy;sasha alex sloan,1,63.0,164166.0,0.65,0.64,0.07,0.26,0.0,0.13,0.48,90.04,edm,0,0,0,0,0
martin garrix;jay hardway,2,43.5,238131.5,0.55,0.87,0.06,0.0,0.81,0.45,0.12,128.0,progressive-house,0,0,0,0,0
martin garrix;john martin,1,59.0,206279.0,0.44,0.62,0.03,0.08,0.0,0.09,0.38,128.32,progressive-house,0,0,0,0,0
martin garrix;john martin;michel zitron,1,52.0,192631.0,0.5,0.83,0.03,0.02,0.0,0.5,0.41,128.06,progressive-house,0,0,0,0,0
martin garrix;jrm,1,53.0,188656.0,0.69,0.71,0.03,0.05,0.0,0.16,0.61,127.03,progressive-house,0,0,0,0,0
martin garrix;julian jordan,1,49.0,189600.0,0.76,0.62,0.04,0.01,0.86,0.11,0.24,125.02,progressive-house,0,0,0,0,0
martin garrix;julian jordan;tinie tempah,1,54.0,205560.0,0.74,0.93,0.1,0.01,0.01,0.1,0.42,125.03,progressive-house,0,0,0,0,0
martin garrix;justin mylo;dewain whitmore,3,51.33,219274.0,0.38,0.67,0.04,0.02,0.0,0.32,0.27,127.94,progressive-house,0,0,0,0,0
martin garrix;khalid,1,69.0,216419.0,0.51,0.69,0.04,0.58,0.0,0.09,0.22,139.91,edm,0,0,0,0,0
martin garrix;loopers,1,50.0,155644.0,0.61,0.94,0.09,0.0,0.14,0.4,0.4,128.02,progressive-house,0,0,0,0,0
martin garrix;macklemore;fall out boy,1,74.0,163804.0,0.66,0.72,0.06,0.18,0.0,0.14,0.32,113.78,dance,0,0,0,0,0
martin garrix;macklemore;fall out boy;tiësto,1,53.0,255238.0,0.69,0.78,0.06,0.01,0.0,0.07,0.24,126.07,progressive-house,0,0,0,0,0
martin garrix;matisse & sadko,5,50.2,209437.0,0.52,0.81,0.04,0.04,0.02,0.29,0.19,127.56,progressive-house,0,0,0,0,0
martin garrix;matisse & sadko;alex aris,1,52.0,282480.0,0.42,0.69,0.04,0.06,0.0,0.13,0.08,128.03,progressive-house,0,0,0,0,0
martin garrix;matisse & sadko;john martin,1,57.0,217261.0,0.46,0.84,0.06,0.01,0.0,0.16,0.28,125.98,progressive-house,0,0,0,0,0
martin garrix;matisse & sadko;michel zitron,1,54.0,244453.0,0.42,0.71,0.04,0.02,0.0,0.56,0.32,128.07,progressive-house,0,0,0,0,0
martin garrix;mesto,3,48.67,165604.67,0.57,0.83,0.04,0.15,0.78,0.07,0.31,126.66,progressive-house,0,0,0,0,0
martin garrix;mike yung,1,49.0,193399.0,0.53,0.64,0.04,0.05,0.0,0.11,0.2,105.0,progressive-house,0,0,0,0,0
martin garrix;moti,2,53.0,236595.0,0.55,0.86,0.04,0.0,0.54,0.47,0.06,128.0,progressive-house,0,0,0,0,0
martin garrix;pierce fulton;mike shinoda,2,47.5,247504.0,0.51,0.89,0.14,0.01,0.0,0.56,0.34,128.01,progressive-house,0,0,0,0,0
martin garrix;shaun farrugia,2,51.5,210505.0,0.5,0.55,0.03,0.04,0.0,0.62,0.51,125.79,progressive-house,0,0,0,0,0
martin garrix;third party,1,54.0,211889.0,0.5,0.85,0.04,0.0,0.0,0.82,0.28,127.85,progressive-house,0,0,0,0,0
martin garrix;tiësto,1,58.0,258440.0,0.6,0.74,0.03,0.0,0.92,0.09,0.17,128.18,progressive-house,0,0,0,0,0
martin garrix;tove lo,1,70.0,144391.0,0.86,0.56,0.09,0.66,0.32,0.12,0.36,114.98,house,0,0,0,0,0
martin garrix;troye sivan,1,69.0,221904.0,0.61,0.64,0.06,0.12,0.0,0.12,0.13,105.97,edm,0,0,0,0,0
martin garrix;troye sivan;dzeko,1,48.0,159047.0,0.61,0.91,0.15,0.02,0.0,0.16,0.52,126.24,progressive-house,0,0,0,0,0
martin garrix;troye sivan;madison mars,1,49.0,175000.0,0.6,0.95,0.16,0.04,0.0,0.1,0.35,126.04,progressive-house,0,0,0,0,0
martin garrix;usher,1,64.0,223139.0,0.57,0.83,0.04,0.0,0.0,0.11,0.38,127.99,progressive-house,0,0,0,0,0
martin garrix;vluarr,2,47.0,163928.0,0.74,0.52,0.04,0.02,0.84,0.38,0.49,126.0,progressive-house,0,0,0,0,0
martin garrix;zedd,2,64.5,221220.0,0.59,0.78,0.04,0.03,0.19,0.07,0.2,127.08,progressive-house,0,0,0,0,0
martin ikin,1,52.0,192380.0,0.75,1.0,0.05,0.02,0.7,0.06,0.72,125.99,deep-house,0,0,0,0,0
martin ikin;dope earth alien,1,57.0,179032.0,0.7,0.99,0.06,0.16,0.84,0.07,0.85,123.97,deep-house,0,0,0,0,0
martin jensen,2,65.8,178818.4,0.74,0.84,0.05,0.07,0.0,0.17,0.43,114.38,electronic,0,0,0,0,0
martin jensen;amber van day;n.f.i,1,62.0,175305.0,0.74,0.79,0.05,0.03,0.0,0.11,0.69,124.02,electronic,0,0,0,0,0
martin jensen;bjørnskov,1,55.0,167726.0,0.72,0.72,0.05,0.15,0.0,0.32,0.65,100.04,electronic,0,0,0,0,0
martin jensen;cheat codes;theresa rex,1,59.0,185015.0,0.61,0.85,0.04,0.01,0.0,0.24,0.33,122.0,electronic,0,0,0,0,0
martin jensen;fast boy,1,68.0,152990.0,0.6,0.83,0.29,0.2,0.0,0.21,0.5,126.28,electronic,0,0,0,0,0
martin jensen;james arthur,1,61.0,211040.0,0.67,0.69,0.06,0.27,0.0,0.18,0.52,96.96,electronic,0,0,0,0,0
